Identifier,Approximate Zip Code,Reading Timestamp,Reading Day,Reading Time String,Concentration
Sensor 68333,94040,12/18/21 13:00:38,Saturday,Midday,19.65
Sensor 20627,94087,12/11/21 18:59:26,Saturday,Evening,5.64
Sensor 20627,94087,12/12/21 00:59:30,Sunday,Night,2.77
Sensor 20627,94087,12/12/21 06:59:33,Sunday,Morning,3.12
Sensor 20627,94087,12/12/21 12:59:37,Sunday,Midday,8.64
Sensor 20627,94087,12/12/21 18:59:41,Sunday,Evening,0.71
Sensor 20627,94087,12/13/21 00:59:45,Monday,Night,1.04
Sensor 20627,94087,12/13/21 06:59:48,Monday,Morning,0.73
Sensor 20627,94087,12/13/21 12:59:52,Monday,Midday,0.0
Sensor 20627,94087,12/13/21 18:59:56,Monday,Evening,6.31
Sensor 20627,94087,12/14/21 00:59:59,Tuesday,Night,0.2
Sensor 20627,94087,12/14/21 07:00:04,Tuesday,Morning,0.21
Sensor 20627,94087,12/14/21 13:00:12,Tuesday,Midday,0.27
Sensor 20627,94087,12/14/21 19:00:11,Tuesday,Evening,1.61
Sensor 20627,94087,12/15/21 01:00:14,Wednesday,Night,1.38
Sensor 20627,94087,12/15/21 07:00:18,Wednesday,Morning,0.25
Sensor 20627,94087,12/15/21 13:00:22,Wednesday,Midday,0.48
Sensor 20627,94087,12/15/21 19:00:25,Wednesday,Evening,0.09
Sensor 20627,94087,12/16/21 01:00:29,Thursday,Night,0.0
Sensor 20627,94087,12/16/21 07:00:33,Thursday,Morning,3.08
Sensor 20627,94087,12/16/21 13:00:37,Thursday,Midday,1.02
Sensor 20627,94087,12/16/21 19:00:41,Thursday,Evening,5.69
Sensor 20627,94087,12/17/21 01:00:44,Friday,Night,5.35
Sensor 20627,94087,12/17/21 07:00:48,Friday,Morning,4.13
Sensor 20627,94087,12/17/21 13:00:51,Friday,Midday,2.36
Sensor 20627,94087,12/17/21 19:00:55,Friday,Evening,5.98
Sensor 20627,94087,12/18/21 01:00:59,Saturday,Night,3.1
Sensor 20627,94087,12/18/21 06:59:06,Saturday,Morning,3.46
Sensor 20627,94087,12/18/21 12:59:12,Saturday,Midday,24.19
Sensor 80839,94024,12/11/21 19:00:49,Saturday,Evening,12.74
Sensor 80839,94024,12/12/21 00:59:05,Sunday,Night,3.93
Sensor 80839,94024,12/12/21 06:59:14,Sunday,Morning,3.34
Sensor 80839,94024,12/12/21 12:59:28,Sunday,Midday,1.0
Sensor 80839,94024,12/12/21 18:59:30,Sunday,Evening,1.2
Sensor 80839,94024,12/13/21 00:59:46,Monday,Night,2.22
Sensor 80839,94024,12/13/21 07:00:00,Monday,Morning,0.04
Sensor 80839,94024,12/13/21 13:00:11,Monday,Midday,0.68
Sensor 80839,94024,12/13/21 19:00:17,Monday,Evening,3.86
Sensor 80839,94024,12/14/21 01:00:48,Tuesday,Night,3.35
Sensor 80839,94024,12/14/21 07:00:59,Tuesday,Morning,1.2
Sensor 80839,94024,12/14/21 12:59:20,Tuesday,Midday,0.18
Sensor 80839,94024,12/14/21 18:59:23,Tuesday,Evening,0.75
Sensor 80839,94024,12/15/21 00:59:45,Wednesday,Night,1.7
Sensor 80839,94024,12/15/21 06:59:44,Wednesday,Morning,1.93
Sensor 80839,94024,12/15/21 12:59:54,Wednesday,Midday,0.81
Sensor 80839,94024,12/15/21 18:59:53,Wednesday,Evening,0.58
Sensor 80839,94024,12/16/21 01:00:16,Thursday,Night,0.12
Sensor 80839,94024,12/16/21 07:00:30,Thursday,Morning,11.02
Sensor 80839,94024,12/16/21 13:00:40,Thursday,Midday,1.0
Sensor 80839,94024,12/16/21 19:01:02,Thursday,Evening,8.03
Sensor 80839,94024,12/17/21 00:59:16,Friday,Night,6.67
Sensor 80839,94024,12/17/21 06:59:31,Friday,Morning,4.75
Sensor 80839,94024,12/17/21 12:59:32,Friday,Midday,1.8
Sensor 80839,94024,12/17/21 18:59:40,Friday,Evening,7.38
Sensor 80839,94024,12/18/21 00:59:52,Saturday,Night,4.3
Sensor 80839,94024,12/18/21 07:00:42,Saturday,Morning,4.44
Sensor 80839,94024,12/18/21 13:00:46,Saturday,Midday,20.7
Sensor 65913,94028,12/11/21 19:00:21,Saturday,Evening,0.98
Sensor 65913,94028,12/12/21 01:00:25,Sunday,Night,1.19
Sensor 65913,94028,12/12/21 07:00:29,Sunday,Morning,1.52
Sensor 65913,94028,12/12/21 13:00:33,Sunday,Midday,0.37
Sensor 65913,94028,12/12/21 19:00:36,Sunday,Evening,0.0
Sensor 65913,94028,12/13/21 01:00:43,Monday,Night,0.0
Sensor 65913,94028,12/13/21 07:00:57,Monday,Morning,0.0
Sensor 65913,94028,12/13/21 12:59:02,Monday,Midday,0.18
Sensor 65913,94028,12/13/21 18:59:05,Monday,Evening,0.14
Sensor 65913,94028,12/14/21 00:59:09,Tuesday,Night,0.0
Sensor 65913,94028,12/14/21 06:59:12,Tuesday,Morning,0.0
Sensor 65913,94028,12/14/21 12:59:16,Tuesday,Midday,0.0
Sensor 65913,94028,12/14/21 18:59:20,Tuesday,Evening,0.0
Sensor 65913,94028,12/15/21 00:59:24,Wednesday,Night,0.0
Sensor 65913,94028,12/15/21 06:59:28,Wednesday,Morning,0.28
Sensor 65913,94028,12/15/21 12:59:31,Wednesday,Midday,0.47
Sensor 65913,94028,12/15/21 18:59:35,Wednesday,Evening,0.0
Sensor 65913,94028,12/16/21 00:59:39,Thursday,Night,0.0
Sensor 65913,94028,12/16/21 06:59:42,Thursday,Morning,0.0
Sensor 65913,94028,12/16/21 12:59:46,Thursday,Midday,0.88
Sensor 65913,94028,12/16/21 18:59:50,Thursday,Evening,1.59
Sensor 65913,94028,12/17/21 00:59:55,Friday,Night,6.58
Sensor 65913,94028,12/17/21 06:59:59,Friday,Morning,2.97
Sensor 65913,94028,12/17/21 13:00:03,Friday,Midday,1.05
Sensor 65913,94028,12/17/21 19:00:07,Friday,Evening,3.48
Sensor 65913,94028,12/18/21 01:00:15,Saturday,Night,1.0
Sensor 65913,94028,12/18/21 07:00:19,Saturday,Morning,0.18
Sensor 65913,94028,12/18/21 13:00:23,Saturday,Midday,17.46
Sensor 69889,94087,12/11/21 19:00:09,Saturday,Evening,14.53
Sensor 69889,94087,12/12/21 01:00:16,Sunday,Night,5.83
Sensor 69889,94087,12/12/21 07:00:18,Sunday,Morning,3.93
Sensor 69889,94087,12/12/21 13:00:21,Sunday,Midday,2.24
Sensor 69889,94087,12/12/21 19:00:25,Sunday,Evening,4.64
Sensor 69889,94087,12/13/21 01:00:28,Monday,Night,0.95
Sensor 69889,94087,12/13/21 07:00:32,Monday,Morning,1.16
Sensor 69889,94087,12/13/21 13:00:36,Monday,Midday,0.0
Sensor 69889,94087,12/13/21 19:00:39,Monday,Evening,3.22
Sensor 69889,94087,12/14/21 01:00:43,Tuesday,Night,0.55
Sensor 69889,94087,12/14/21 07:00:47,Tuesday,Morning,0.62
Sensor 69889,94087,12/14/21 13:00:51,Tuesday,Midday,0.64
Sensor 69889,94087,12/14/21 19:00:54,Tuesday,Evening,1.86
Sensor 69889,94087,12/15/21 01:00:58,Wednesday,Night,2.26
Sensor 69889,94087,12/15/21 06:59:02,Wednesday,Morning,1.18
Sensor 69889,94087,12/15/21 12:59:05,Wednesday,Midday,0.19
Sensor 69889,94087,12/15/21 18:59:09,Wednesday,Evening,0.19
Sensor 69889,94087,12/16/21 00:59:13,Thursday,Night,0.0
Sensor 69889,94087,12/16/21 06:59:16,Thursday,Morning,3.83
Sensor 69889,94087,12/16/21 12:59:20,Thursday,Midday,0.72
Sensor 69889,94087,12/16/21 18:59:24,Thursday,Evening,5.09
Sensor 69889,94087,12/17/21 00:59:27,Friday,Night,7.72
Sensor 69889,94087,12/17/21 06:59:31,Friday,Morning,6.84
Sensor 69889,94087,12/17/21 12:59:34,Friday,Midday,2.26
Sensor 69889,94087,12/17/21 18:59:43,Friday,Evening,15.77
Sensor 69889,94087,12/18/21 00:59:46,Saturday,Night,11.61
Sensor 69889,94087,12/18/21 06:59:49,Saturday,Morning,6.46
Sensor 69889,94087,12/18/21 12:59:54,Saturday,Midday,25.64
Sensor 69673,94087,12/11/21 19:00:36,Saturday,Evening,10.5
Sensor 69673,94087,12/12/21 01:00:40,Sunday,Night,3.59
Sensor 69673,94087,12/12/21 07:00:44,Sunday,Morning,3.69
Sensor 69673,94087,12/12/21 13:00:48,Sunday,Midday,1.48
Sensor 69673,94087,12/12/21 19:00:52,Sunday,Evening,0.39
Sensor 69673,94087,12/13/21 01:00:55,Monday,Night,0.77
Sensor 69673,94087,12/13/21 07:00:59,Monday,Morning,0.42
Sensor 69673,94087,12/13/21 12:59:03,Monday,Midday,0.0
Sensor 69673,94087,12/13/21 18:59:07,Monday,Evening,2.03
Sensor 69673,94087,12/14/21 00:59:11,Tuesday,Night,1.37
Sensor 69673,94087,12/14/21 06:59:15,Tuesday,Morning,0.31
Sensor 69673,94087,12/14/21 12:59:19,Tuesday,Midday,0.64
Sensor 69673,94087,12/14/21 18:59:23,Tuesday,Evening,1.51
Sensor 69673,94087,12/15/21 00:59:26,Wednesday,Night,1.66
Sensor 69673,94087,12/15/21 06:59:30,Wednesday,Morning,0.81
Sensor 69673,94087,12/15/21 12:59:34,Wednesday,Midday,0.45
Sensor 69673,94087,12/15/21 18:59:37,Wednesday,Evening,0.11
Sensor 69673,94087,12/16/21 00:59:41,Thursday,Night,0.0
Sensor 69673,94087,12/16/21 06:59:45,Thursday,Morning,5.12
Sensor 69673,94087,12/16/21 12:59:49,Thursday,Midday,0.82
Sensor 69673,94087,12/16/21 18:59:52,Thursday,Evening,6.02
Sensor 69673,94087,12/17/21 00:59:56,Friday,Night,6.6
Sensor 69673,94087,12/17/21 07:00:01,Friday,Morning,4.54
Sensor 69673,94087,12/17/21 13:00:06,Friday,Midday,2.68
Sensor 69673,94087,12/17/21 19:00:08,Friday,Evening,7.43
Sensor 69673,94087,12/18/21 01:00:13,Saturday,Night,8.82
Sensor 69673,94087,12/18/21 07:00:16,Saturday,Morning,5.24
Sensor 69673,94087,12/18/21 13:00:20,Saturday,Midday,26.48
Sensor 38641,94028,12/11/21 19:00:27,Saturday,Evening,0.0
Sensor 38641,94028,12/12/21 00:59:05,Sunday,Night,1.04
Sensor 38641,94028,12/12/21 06:59:11,Sunday,Morning,1.05
Sensor 38641,94028,12/12/21 12:59:13,Sunday,Midday,0.4
Sensor 38641,94028,12/12/21 18:59:21,Sunday,Evening,1.03
Sensor 38641,94028,12/13/21 01:00:58,Monday,Night,0.0
Sensor 38641,94028,12/13/21 07:00:54,Monday,Morning,0.0
Sensor 38641,94028,12/13/21 13:00:57,Monday,Midday,0.0
Sensor 38641,94028,12/13/21 18:59:48,Monday,Evening,0.0
Sensor 38641,94028,12/14/21 00:59:51,Tuesday,Night,0.0
Sensor 38641,94028,12/14/21 07:00:25,Tuesday,Morning,0.05
Sensor 38641,94028,12/14/21 13:00:35,Tuesday,Midday,0.0
Sensor 38641,94028,12/14/21 19:00:41,Tuesday,Evening,0.0
Sensor 38641,94028,12/15/21 00:59:23,Wednesday,Night,0.0
Sensor 38641,94028,12/15/21 06:59:57,Wednesday,Morning,0.0
Sensor 38641,94028,12/15/21 12:59:47,Wednesday,Midday,0.23
Sensor 38641,94028,12/15/21 19:00:51,Wednesday,Evening,0.0
Sensor 38641,94028,12/16/21 01:00:55,Thursday,Night,0.0
Sensor 38641,94028,12/16/21 06:59:04,Thursday,Morning,0.0
Sensor 38641,94028,12/16/21 12:59:08,Thursday,Midday,0.64
Sensor 38641,94028,12/16/21 18:59:17,Thursday,Evening,0.59
Sensor 38641,94028,12/17/21 00:59:18,Friday,Night,6.1
Sensor 38641,94028,12/17/21 06:59:23,Friday,Morning,1.8
Sensor 38641,94028,12/17/21 12:59:27,Friday,Midday,0.89
Sensor 38641,94028,12/17/21 18:59:34,Friday,Evening,3.7
Sensor 38641,94028,12/18/21 00:59:51,Saturday,Night,0.24
Sensor 38641,94028,12/18/21 06:59:54,Saturday,Morning,0.88
Sensor 38641,94028,12/18/21 12:58:04,Saturday,Midday,13.45
Sensor 54399,94022,12/11/21 19:00:01,Saturday,Evening,1.29
Sensor 54399,94022,12/12/21 01:00:05,Sunday,Night,3.47
Sensor 54399,94022,12/12/21 07:00:23,Sunday,Morning,2.32
Sensor 54399,94022,12/12/21 13:00:27,Sunday,Midday,0.07
Sensor 54399,94022,12/12/21 19:00:32,Sunday,Evening,1.02
Sensor 54399,94022,12/13/21 01:00:35,Monday,Night,0.0
Sensor 54399,94022,12/13/21 07:00:39,Monday,Morning,0.0
Sensor 54399,94022,12/13/21 13:00:44,Monday,Midday,0.42
Sensor 54399,94022,12/13/21 19:00:48,Monday,Evening,0.05
Sensor 54399,94022,12/14/21 01:00:53,Tuesday,Night,1.53
Sensor 54399,94022,12/14/21 07:00:56,Tuesday,Morning,0.14
Sensor 54399,94022,12/14/21 12:59:01,Tuesday,Midday,0.02
Sensor 54399,94022,12/14/21 18:59:05,Tuesday,Evening,0.02
Sensor 54399,94022,12/15/21 00:59:09,Wednesday,Night,0.26
Sensor 54399,94022,12/15/21 06:59:12,Wednesday,Morning,0.44
Sensor 54399,94022,12/15/21 12:59:16,Wednesday,Midday,0.08
Sensor 54399,94022,12/15/21 18:59:21,Wednesday,Evening,0.0
Sensor 54399,94022,12/16/21 00:59:27,Thursday,Night,0.0
Sensor 54399,94022,12/16/21 06:59:31,Thursday,Morning,4.55
Sensor 54399,94022,12/16/21 12:59:35,Thursday,Midday,1.46
Sensor 54399,94022,12/16/21 18:59:39,Thursday,Evening,1.84
Sensor 54399,94022,12/17/21 00:59:46,Friday,Night,7.93
Sensor 54399,94022,12/17/21 06:59:49,Friday,Morning,2.93
Sensor 54399,94022,12/17/21 12:59:55,Friday,Midday,1.58
Sensor 54399,94022,12/17/21 18:59:59,Friday,Evening,3.96
Sensor 54399,94022,12/18/21 01:00:11,Saturday,Night,0.91
Sensor 54399,94022,12/18/21 07:00:15,Saturday,Morning,12.9
Sensor 54399,94022,12/18/21 13:00:20,Saturday,Midday,22.51
Sensor 97735,94028,12/11/21 18:59:31,Saturday,Evening,0.02
Sensor 78845,94028,12/11/21 19:00:08,Saturday,Evening,0.25
Sensor 78845,94028,12/12/21 01:00:14,Sunday,Night,0.95
Sensor 78845,94028,12/12/21 07:00:13,Sunday,Morning,1.6
Sensor 78845,94028,12/12/21 13:00:16,Sunday,Midday,0.51
Sensor 78845,94028,12/12/21 19:00:18,Sunday,Evening,0.0
Sensor 78845,94028,12/13/21 01:00:20,Monday,Night,0.0
Sensor 78845,94028,12/13/21 07:00:23,Monday,Morning,0.0
Sensor 78845,94028,12/13/21 13:00:25,Monday,Midday,0.48
Sensor 78845,94028,12/13/21 19:00:28,Monday,Evening,0.0
Sensor 78845,94028,12/14/21 01:00:30,Tuesday,Night,0.0
Sensor 78845,94028,12/14/21 07:00:32,Tuesday,Morning,0.27
Sensor 78845,94028,12/14/21 13:00:35,Tuesday,Midday,0.0
Sensor 78845,94028,12/14/21 19:00:37,Tuesday,Evening,0.0
Sensor 78845,94028,12/15/21 01:00:40,Wednesday,Night,0.26
Sensor 78845,94028,12/15/21 07:00:42,Wednesday,Morning,0.0
Sensor 78845,94028,12/15/21 13:00:44,Wednesday,Midday,0.09
Sensor 78845,94028,12/15/21 19:00:47,Wednesday,Evening,0.0
Sensor 78845,94028,12/16/21 01:00:49,Thursday,Night,0.0
Sensor 78845,94028,12/16/21 07:00:52,Thursday,Morning,0.0
Sensor 78845,94028,12/16/21 13:00:54,Thursday,Midday,0.38
Sensor 78845,94028,12/16/21 19:00:56,Thursday,Evening,1.12
Sensor 78845,94028,12/17/21 01:00:59,Friday,Night,7.71
Sensor 78845,94028,12/17/21 06:59:01,Friday,Morning,2.53
Sensor 78845,94028,12/17/21 12:59:04,Friday,Midday,1.95
Sensor 78845,94028,12/17/21 18:59:06,Friday,Evening,1.93
Sensor 78845,94028,12/18/21 00:59:09,Saturday,Night,0.91
Sensor 78845,94028,12/18/21 06:59:11,Saturday,Morning,1.71
Sensor 78845,94028,12/18/21 12:59:14,Saturday,Midday,15.54
Sensor 131097,94041,12/11/21 18:59:35,Saturday,Evening,7.58
Sensor 131097,94041,12/12/21 00:59:39,Sunday,Night,3.59
Sensor 131097,94041,12/12/21 06:59:43,Sunday,Morning,2.0
Sensor 131097,94041,12/12/21 12:59:46,Sunday,Midday,0.98
Sensor 131097,94041,12/12/21 18:59:50,Sunday,Evening,0.0
Sensor 131097,94041,12/13/21 00:59:53,Monday,Night,0.66
Sensor 131097,94041,12/13/21 06:59:57,Monday,Morning,0.21
Sensor 131097,94041,12/13/21 13:00:02,Monday,Midday,0.18
Sensor 131097,94041,12/13/21 19:00:04,Monday,Evening,1.21
Sensor 131097,94041,12/14/21 01:00:08,Tuesday,Night,0.36
Sensor 131097,94041,12/14/21 07:00:11,Tuesday,Morning,0.14
Sensor 131097,94041,12/14/21 13:00:15,Tuesday,Midday,0.49
Sensor 131097,94041,12/14/21 19:00:18,Tuesday,Evening,0.34
Sensor 131097,94041,12/15/21 01:00:22,Wednesday,Night,0.44
Sensor 131097,94041,12/15/21 07:00:26,Wednesday,Morning,0.86
Sensor 131097,94041,12/15/21 13:00:29,Wednesday,Midday,0.37
Sensor 131097,94041,12/15/21 19:00:33,Wednesday,Evening,0.23
Sensor 131097,94041,12/16/21 01:00:36,Thursday,Night,0.0
Sensor 131097,94041,12/16/21 07:00:40,Thursday,Morning,1.61
Sensor 131097,94041,12/16/21 13:00:43,Thursday,Midday,0.88
Sensor 131097,94041,12/16/21 19:00:47,Thursday,Evening,4.02
Sensor 131097,94041,12/17/21 01:00:51,Friday,Night,4.22
Sensor 131097,94041,12/17/21 07:00:57,Friday,Morning,2.98
Sensor 131097,94041,12/17/21 12:59:01,Friday,Midday,0.62
Sensor 131097,94041,12/17/21 18:59:05,Friday,Evening,6.17
Sensor 131097,94041,12/18/21 00:59:08,Saturday,Night,5.02
Sensor 131097,94041,12/18/21 06:59:12,Saturday,Morning,2.51
Sensor 131097,94041,12/18/21 12:59:15,Saturday,Midday,20.4
Sensor 64099,94022,12/11/21 18:59:16,Saturday,Evening,1.77
Sensor 64099,94022,12/12/21 00:59:21,Sunday,Night,0.8
Sensor 64099,94022,12/12/21 06:59:24,Sunday,Morning,1.84
Sensor 64099,94022,12/12/21 12:59:28,Sunday,Midday,0.57
Sensor 64099,94022,12/12/21 18:59:33,Sunday,Evening,0.0
Sensor 64099,94022,12/13/21 00:59:37,Monday,Night,0.0
Sensor 64099,94022,12/13/21 06:59:41,Monday,Morning,0.0
Sensor 64099,94022,12/13/21 12:59:45,Monday,Midday,0.64
Sensor 64099,94022,12/13/21 18:59:49,Monday,Evening,0.16
Sensor 64099,94022,12/14/21 00:59:52,Tuesday,Night,0.0
Sensor 64099,94022,12/14/21 06:59:56,Tuesday,Morning,0.0
Sensor 64099,94022,12/14/21 13:00:00,Tuesday,Midday,0.0
Sensor 64099,94022,12/14/21 19:00:16,Tuesday,Evening,0.39
Sensor 64099,94022,12/15/21 01:00:13,Wednesday,Night,0.0
Sensor 64099,94022,12/15/21 07:00:16,Wednesday,Morning,0.0
Sensor 64099,94022,12/15/21 13:00:20,Wednesday,Midday,0.19
Sensor 64099,94022,12/15/21 19:00:24,Wednesday,Evening,0.0
Sensor 64099,94022,12/16/21 01:00:29,Thursday,Night,0.02
Sensor 64099,94022,12/16/21 07:00:33,Thursday,Morning,0.0
Sensor 64099,94022,12/16/21 13:00:36,Thursday,Midday,0.39
Sensor 64099,94022,12/16/21 19:00:40,Thursday,Evening,2.84
Sensor 64099,94022,12/17/21 01:00:43,Friday,Night,8.29
Sensor 64099,94022,12/17/21 07:00:47,Friday,Morning,1.96
Sensor 64099,94022,12/17/21 13:00:52,Friday,Midday,0.0
Sensor 64099,94022,12/17/21 19:00:56,Friday,Evening,5.67
Sensor 64099,94022,12/18/21 01:00:59,Saturday,Night,0.08
Sensor 64099,94022,12/18/21 06:59:02,Saturday,Morning,0.0
Sensor 64099,94022,12/18/21 12:59:07,Saturday,Midday,4.53
Sensor 20189,94041,12/11/21 18:59:00,Saturday,Evening,5.98
Sensor 20189,94041,12/12/21 00:59:05,Sunday,Night,5.22
Sensor 20189,94041,12/12/21 06:59:27,Sunday,Morning,4.38
Sensor 20189,94041,12/12/21 12:59:15,Sunday,Midday,2.48
Sensor 20189,94041,12/12/21 18:59:18,Sunday,Evening,7.21
Sensor 20189,94041,12/13/21 00:59:21,Monday,Night,0.89
Sensor 20189,94041,12/13/21 06:59:25,Monday,Morning,0.95
Sensor 20189,94041,12/13/21 12:59:29,Monday,Midday,0.0
Sensor 20189,94041,12/13/21 19:00:40,Monday,Evening,1.95
Sensor 20189,94041,12/14/21 01:00:49,Tuesday,Night,0.14
Sensor 20189,94041,12/14/21 07:00:49,Tuesday,Morning,0.0
Sensor 20189,94041,12/14/21 13:00:52,Tuesday,Midday,0.28
Sensor 20189,94041,12/14/21 19:00:57,Tuesday,Evening,9.84
Sensor 20189,94041,12/15/21 00:59:01,Wednesday,Night,0.8
Sensor 20189,94041,12/15/21 06:59:05,Wednesday,Morning,0.5
Sensor 20189,94041,12/15/21 12:59:08,Wednesday,Midday,0.18
Sensor 20189,94041,12/15/21 18:59:13,Wednesday,Evening,0.32
Sensor 20189,94041,12/16/21 00:59:18,Thursday,Night,0.0
Sensor 20189,94041,12/16/21 06:59:22,Thursday,Morning,2.88
Sensor 20189,94041,12/16/21 12:59:25,Thursday,Midday,0.95
Sensor 20189,94041,12/16/21 18:59:29,Thursday,Evening,4.56
Sensor 20189,94041,12/17/21 00:59:33,Friday,Night,6.07
Sensor 20189,94041,12/17/21 06:59:37,Friday,Morning,4.86
Sensor 20189,94041,12/17/21 12:59:41,Friday,Midday,1.72
Sensor 20189,94041,12/17/21 18:59:46,Friday,Evening,9.09
Sensor 20189,94041,12/18/21 00:59:50,Saturday,Night,8.96
Sensor 20189,94041,12/18/21 06:59:54,Saturday,Morning,4.11
Sensor 20189,94041,12/18/21 12:59:57,Saturday,Midday,21.5
Sensor 33741,94087,12/11/21 19:00:50,Saturday,Evening,14.77
Sensor 33741,94087,12/12/21 01:00:54,Sunday,Night,3.14
Sensor 33741,94087,12/12/21 07:00:57,Sunday,Morning,4.58
Sensor 33741,94087,12/12/21 12:59:01,Sunday,Midday,3.95
Sensor 33741,94087,12/12/21 18:59:05,Sunday,Evening,1.37
Sensor 33741,94087,12/13/21 00:59:08,Monday,Night,1.35
Sensor 33741,94087,12/13/21 06:59:12,Monday,Morning,1.51
Sensor 33741,94087,12/13/21 12:59:16,Monday,Midday,0.0
Sensor 33741,94087,12/13/21 18:59:19,Monday,Evening,4.18
Sensor 33741,94087,12/14/21 00:59:23,Tuesday,Night,0.2
Sensor 33741,94087,12/14/21 06:59:26,Tuesday,Morning,0.0
Sensor 33741,94087,12/14/21 12:59:30,Tuesday,Midday,0.07
Sensor 33741,94087,12/14/21 18:59:33,Tuesday,Evening,9.64
Sensor 33741,94087,12/15/21 00:59:38,Wednesday,Night,1.89
Sensor 33741,94087,12/15/21 06:59:41,Wednesday,Morning,1.18
Sensor 33741,94087,12/15/21 12:59:45,Wednesday,Midday,0.46
Sensor 33741,94087,12/15/21 18:59:49,Wednesday,Evening,1.02
Sensor 33741,94087,12/16/21 00:59:52,Thursday,Night,0.0
Sensor 33741,94087,12/16/21 06:59:56,Thursday,Morning,2.79
Sensor 33741,94087,12/16/21 12:59:59,Thursday,Midday,0.12
Sensor 33741,94087,12/16/21 19:00:03,Thursday,Evening,6.17
Sensor 33741,94087,12/17/21 01:00:07,Friday,Night,5.97
Sensor 33741,94087,12/17/21 07:00:12,Friday,Morning,6.8
Sensor 33741,94087,12/17/21 13:00:14,Friday,Midday,3.04
Sensor 33741,94087,12/17/21 19:00:17,Friday,Evening,6.86
Sensor 33741,94087,12/18/21 01:00:21,Saturday,Night,6.92
Sensor 33741,94087,12/18/21 07:00:24,Saturday,Morning,4.26
Sensor 33741,94087,12/18/21 13:00:28,Saturday,Midday,22.07
Sensor 90427,94041,12/11/21 18:59:37,Saturday,Evening,16.66
Sensor 90427,94041,12/12/21 00:59:40,Sunday,Night,6.98
Sensor 90427,94041,12/12/21 06:59:43,Sunday,Morning,4.02
Sensor 90427,94041,12/12/21 12:59:47,Sunday,Midday,1.89
Sensor 90427,94041,12/12/21 18:59:50,Sunday,Evening,0.73
Sensor 90427,94041,12/13/21 00:59:54,Monday,Night,0.64
Sensor 90427,94041,12/13/21 06:59:57,Monday,Morning,0.6
Sensor 90427,94041,12/13/21 13:00:01,Monday,Midday,0.04
Sensor 90427,94041,12/13/21 19:00:05,Monday,Evening,31.82
Sensor 90427,94041,12/14/21 01:00:09,Tuesday,Night,19.67
Sensor 90427,94041,12/14/21 07:00:11,Tuesday,Morning,0.04
Sensor 90427,94041,12/14/21 13:00:15,Tuesday,Midday,0.52
Sensor 90427,94041,12/14/21 19:00:18,Tuesday,Evening,1.27
Sensor 90427,94041,12/15/21 01:00:22,Wednesday,Night,1.02
Sensor 90427,94041,12/15/21 07:00:25,Wednesday,Morning,1.72
Sensor 90427,94041,12/15/21 13:00:28,Wednesday,Midday,0.68
Sensor 90427,94041,12/15/21 19:00:32,Wednesday,Evening,0.32
Sensor 90427,94041,12/16/21 01:00:35,Thursday,Night,0.0
Sensor 90427,94041,12/16/21 07:00:39,Thursday,Morning,2.58
Sensor 90427,94041,12/16/21 13:00:42,Thursday,Midday,1.4
Sensor 90427,94041,12/16/21 19:00:46,Thursday,Evening,5.44
Sensor 90427,94041,12/17/21 06:59:18,Friday,Morning,5.32
Sensor 90427,94041,12/17/21 12:59:22,Friday,Midday,1.93
Sensor 90427,94041,12/17/21 18:59:25,Friday,Evening,11.18
Sensor 90427,94041,12/18/21 00:59:29,Saturday,Night,7.25
Sensor 90427,94041,12/18/21 06:59:32,Saturday,Morning,4.45
Sensor 90427,94041,12/18/21 12:59:35,Saturday,Midday,25.89
Sensor 22421,94028,12/11/21 19:00:23,Saturday,Evening,1.55
Sensor 22421,94028,12/12/21 01:00:26,Sunday,Night,1.2
Sensor 22421,94028,12/12/21 07:00:30,Sunday,Morning,2.15
Sensor 22421,94028,12/12/21 13:00:34,Sunday,Midday,0.66
Sensor 22421,94028,12/12/21 19:00:37,Sunday,Evening,0.09
Sensor 22421,94028,12/13/21 01:00:41,Monday,Night,0.0
Sensor 22421,94028,12/13/21 07:00:45,Monday,Morning,0.0
Sensor 22421,94028,12/13/21 13:00:48,Monday,Midday,0.45
Sensor 22421,94028,12/13/21 19:00:52,Monday,Evening,0.33
Sensor 22421,94028,12/14/21 01:00:56,Tuesday,Night,0.0
Sensor 22421,94028,12/14/21 07:00:59,Tuesday,Morning,0.03
Sensor 22421,94028,12/14/21 12:59:03,Tuesday,Midday,0.0
Sensor 22421,94028,12/14/21 18:59:07,Tuesday,Evening,1.83
Sensor 22421,94028,12/15/21 00:59:10,Wednesday,Night,1.2
Sensor 22421,94028,12/15/21 06:59:14,Wednesday,Morning,0.41
Sensor 22421,94028,12/15/21 12:59:21,Wednesday,Midday,0.9
Sensor 22421,94028,12/15/21 18:59:24,Wednesday,Evening,0.0
Sensor 22421,94028,12/16/21 00:59:28,Thursday,Night,0.0
Sensor 22421,94028,12/16/21 06:59:31,Thursday,Morning,0.09
Sensor 22421,94028,12/16/21 12:59:35,Thursday,Midday,0.92
Sensor 22421,94028,12/16/21 18:59:39,Thursday,Evening,5.89
Sensor 22421,94028,12/17/21 00:59:42,Friday,Night,6.48
Sensor 22421,94028,12/17/21 06:59:46,Friday,Morning,2.95
Sensor 22421,94028,12/17/21 12:59:50,Friday,Midday,1.55
Sensor 22421,94028,12/17/21 18:59:53,Friday,Evening,13.91
