Identifier,Approximate Zip Code,Reading Timestamp,Reading Day,Reading Time String,Concentration
Sensor 66047,94028,12/17/21 13:00:10,Friday,Midday,2.05
Sensor 66047,94028,12/17/21 19:00:07,Friday,Evening,15.0
Sensor 66047,94028,12/18/21 01:00:13,Saturday,Night,25.0
Sensor 66047,94028,12/18/21 07:00:14,Saturday,Morning,6.53
Sensor 66047,94028,12/18/21 13:00:18,Saturday,Midday,18.36
Sensor 13021,95014,12/11/21 18:59:48,Saturday,Evening,3.25
Sensor 13021,95014,12/12/21 00:59:52,Sunday,Night,4.48
Sensor 13021,95014,12/12/21 06:59:57,Sunday,Morning,1.11
Sensor 13021,95014,12/12/21 13:00:02,Sunday,Midday,1.71
Sensor 13021,95014,12/12/21 19:00:06,Sunday,Evening,0.7
Sensor 13021,95014,12/13/21 01:00:11,Monday,Night,1.82
Sensor 13021,95014,12/13/21 07:00:15,Monday,Morning,0.0
Sensor 13021,95014,12/13/21 13:00:20,Monday,Midday,0.0
Sensor 13021,95014,12/13/21 19:00:25,Monday,Evening,0.0
Sensor 13021,95014,12/14/21 01:00:30,Tuesday,Night,2.79
Sensor 13021,95014,12/14/21 07:00:35,Tuesday,Morning,0.0
Sensor 13021,95014,12/14/21 13:00:39,Tuesday,Midday,0.05
Sensor 13021,95014,12/14/21 19:00:44,Tuesday,Evening,0.24
Sensor 13021,95014,12/15/21 01:00:49,Wednesday,Night,0.51
Sensor 13021,95014,12/15/21 07:00:54,Wednesday,Morning,0.79
Sensor 13021,95014,12/15/21 13:00:59,Wednesday,Midday,0.83
Sensor 13021,95014,12/15/21 18:59:06,Wednesday,Evening,0.2
Sensor 13021,95014,12/16/21 00:59:10,Thursday,Night,0.0
Sensor 13021,95014,12/16/21 06:59:16,Thursday,Morning,3.0
Sensor 13021,95014,12/16/21 12:59:21,Thursday,Midday,0.59
Sensor 13021,95014,12/16/21 18:59:26,Thursday,Evening,1.29
Sensor 13021,95014,12/17/21 00:59:32,Friday,Night,4.64
Sensor 13021,95014,12/17/21 06:59:38,Friday,Morning,2.28
Sensor 13021,95014,12/17/21 12:59:43,Friday,Midday,2.96
Sensor 13021,95014,12/17/21 18:59:48,Friday,Evening,3.66
Sensor 13021,95014,12/18/21 00:59:53,Saturday,Night,1.34
Sensor 13021,95014,12/18/21 06:59:57,Saturday,Morning,1.11
Sensor 13021,95014,12/18/21 13:00:03,Saturday,Midday,20.65
Sensor 65945,94022,12/11/21 19:00:36,Saturday,Evening,2.15
Sensor 65945,94022,12/12/21 01:00:40,Sunday,Night,1.58
Sensor 65945,94022,12/12/21 07:00:43,Sunday,Morning,1.76
Sensor 65945,94022,12/12/21 13:00:47,Sunday,Midday,0.0
Sensor 65945,94022,12/12/21 19:00:50,Sunday,Evening,0.0
Sensor 65945,94022,12/13/21 01:00:54,Monday,Night,0.0
Sensor 65945,94022,12/13/21 07:00:57,Monday,Morning,0.0
Sensor 65945,94022,12/13/21 12:59:00,Monday,Midday,0.27
Sensor 65945,94022,12/13/21 18:59:04,Monday,Evening,0.0
Sensor 65945,94022,12/14/21 00:59:07,Tuesday,Night,1.52
Sensor 65945,94022,12/14/21 06:59:11,Tuesday,Morning,0.0
Sensor 65945,94022,12/14/21 12:59:14,Tuesday,Midday,0.05
Sensor 65945,94022,12/14/21 18:59:18,Tuesday,Evening,0.16
Sensor 65945,94022,12/15/21 00:59:21,Wednesday,Night,0.0
Sensor 65945,94022,12/15/21 06:59:25,Wednesday,Morning,0.3
Sensor 65945,94022,12/15/21 12:59:31,Wednesday,Midday,0.67
Sensor 65945,94022,12/15/21 18:59:35,Wednesday,Evening,0.0
Sensor 65945,94022,12/16/21 00:59:38,Thursday,Night,0.0
Sensor 65945,94022,12/16/21 06:59:44,Thursday,Morning,2.42
Sensor 65945,94022,12/16/21 12:59:45,Thursday,Midday,1.86
Sensor 65945,94022,12/16/21 18:59:49,Thursday,Evening,2.1
Sensor 65945,94022,12/17/21 00:59:52,Friday,Night,5.83
Sensor 65945,94022,12/17/21 06:59:56,Friday,Morning,2.47
Sensor 65945,94022,12/17/21 12:59:59,Friday,Midday,0.91
Sensor 65945,94022,12/17/21 19:00:03,Friday,Evening,3.21
Sensor 65945,94022,12/18/21 01:00:11,Saturday,Night,0.84
Sensor 65945,94022,12/18/21 07:00:09,Saturday,Morning,9.33
Sensor 65945,94022,12/18/21 13:00:13,Saturday,Midday,18.38
Sensor 63421,94028,12/11/21 18:59:26,Saturday,Evening,2.33
Sensor 63421,94028,12/12/21 00:59:30,Sunday,Night,2.85
Sensor 63421,94028,12/12/21 06:59:33,Sunday,Morning,1.36
Sensor 63421,94028,12/12/21 12:59:37,Sunday,Midday,0.03
Sensor 63421,94028,12/12/21 18:59:45,Sunday,Evening,3.53
Sensor 63421,94028,12/13/21 00:59:48,Monday,Night,0.0
Sensor 63421,94028,12/13/21 06:59:52,Monday,Morning,0.0
Sensor 63421,94028,12/13/21 12:59:56,Monday,Midday,0.67
Sensor 63421,94028,12/13/21 18:59:59,Monday,Evening,0.07
Sensor 63421,94028,12/14/21 01:00:04,Tuesday,Night,0.76
Sensor 63421,94028,12/14/21 07:00:09,Tuesday,Morning,0.18
Sensor 63421,94028,12/14/21 13:00:11,Tuesday,Midday,0.02
Sensor 63421,94028,12/14/21 19:00:14,Tuesday,Evening,0.22
Sensor 63421,94028,12/15/21 01:00:18,Wednesday,Night,0.51
Sensor 63421,94028,12/15/21 07:00:22,Wednesday,Morning,0.05
Sensor 63421,94028,12/15/21 13:00:26,Wednesday,Midday,0.21
Sensor 63421,94028,12/15/21 19:00:29,Wednesday,Evening,0.0
Sensor 63421,94028,12/16/21 01:00:33,Thursday,Night,0.0
Sensor 63421,94028,12/16/21 07:00:37,Thursday,Morning,1.21
Sensor 63421,94028,12/16/21 13:00:40,Thursday,Midday,1.18
Sensor 63421,94028,12/16/21 19:00:44,Thursday,Evening,2.32
Sensor 63421,94028,12/17/21 01:00:48,Friday,Night,6.98
Sensor 63421,94028,12/17/21 07:00:52,Friday,Morning,5.43
Sensor 63421,94028,12/17/21 13:00:56,Friday,Midday,1.9
Sensor 63421,94028,12/17/21 19:00:59,Friday,Evening,17.58
Sensor 63421,94028,12/18/21 00:59:03,Saturday,Night,6.09
Sensor 63421,94028,12/18/21 06:59:06,Saturday,Morning,12.14
Sensor 63421,94028,12/18/21 12:59:10,Saturday,Midday,24.21
Sensor 65731,94022,12/11/21 18:59:58,Saturday,Evening,2.77
Sensor 65731,94022,12/12/21 01:00:02,Sunday,Night,1.76
Sensor 65731,94022,12/12/21 07:00:08,Sunday,Morning,1.48
Sensor 65731,94022,12/12/21 13:00:10,Sunday,Midday,0.0
Sensor 65731,94022,12/12/21 19:00:13,Sunday,Evening,0.0
Sensor 65731,94022,12/13/21 01:00:16,Monday,Night,0.0
Sensor 65731,94022,12/13/21 07:00:20,Monday,Morning,0.0
Sensor 65731,94022,12/13/21 13:00:23,Monday,Midday,0.56
Sensor 65731,94022,12/13/21 19:00:27,Monday,Evening,0.12
Sensor 65731,94022,12/14/21 01:00:31,Tuesday,Night,2.78
Sensor 65731,94022,12/14/21 07:00:34,Tuesday,Morning,0.8
Sensor 65731,94022,12/14/21 13:00:38,Tuesday,Midday,0.09
Sensor 65731,94022,12/14/21 19:00:41,Tuesday,Evening,0.05
Sensor 65731,94022,12/15/21 01:00:45,Wednesday,Night,0.0
Sensor 65731,94022,12/15/21 07:00:49,Wednesday,Morning,0.09
Sensor 65731,94022,12/15/21 13:00:52,Wednesday,Midday,0.11
Sensor 65731,94022,12/15/21 19:00:56,Wednesday,Evening,0.0
Sensor 65731,94022,12/16/21 00:59:00,Thursday,Night,0.0
Sensor 65731,94022,12/16/21 06:59:03,Thursday,Morning,1.32
Sensor 65731,94022,12/16/21 12:59:07,Thursday,Midday,1.0
Sensor 65731,94022,12/16/21 18:59:11,Thursday,Evening,2.02
Sensor 65731,94022,12/17/21 00:59:14,Friday,Night,6.79
Sensor 65731,94022,12/17/21 06:59:18,Friday,Morning,2.5
Sensor 65731,94022,12/17/21 12:59:21,Friday,Midday,0.93
Sensor 65731,94022,12/17/21 18:59:25,Friday,Evening,6.8
Sensor 65731,94022,12/18/21 00:59:29,Saturday,Night,0.85
Sensor 65731,94022,12/18/21 06:59:32,Saturday,Morning,6.07
Sensor 65731,94022,12/18/21 12:59:36,Saturday,Midday,18.09
Sensor 62295,94022,12/11/21 18:59:22,Saturday,Evening,1.13
Sensor 62295,94022,12/12/21 00:59:25,Sunday,Night,4.12
Sensor 62295,94022,12/12/21 06:59:29,Sunday,Morning,2.47
Sensor 62295,94022,12/12/21 12:59:33,Sunday,Midday,0.46
Sensor 62295,94022,12/12/21 18:59:36,Sunday,Evening,1.21
Sensor 62295,94022,12/13/21 00:59:40,Monday,Night,0.0
Sensor 62295,94022,12/13/21 06:59:43,Monday,Morning,0.18
Sensor 62295,94022,12/13/21 12:59:47,Monday,Midday,1.46
Sensor 62295,94022,12/13/21 18:59:51,Monday,Evening,0.31
Sensor 62295,94022,12/14/21 00:59:54,Tuesday,Night,1.05
Sensor 62295,94022,12/14/21 06:59:58,Tuesday,Morning,0.62
Sensor 62295,94022,12/14/21 13:00:01,Tuesday,Midday,0.51
Sensor 62295,94022,12/14/21 19:00:05,Tuesday,Evening,0.93
Sensor 62295,94022,12/15/21 01:00:12,Wednesday,Night,0.0
Sensor 62295,94022,12/15/21 07:00:14,Wednesday,Morning,0.53
Sensor 62295,94022,12/15/21 13:00:16,Wednesday,Midday,0.46
Sensor 62295,94022,12/15/21 19:00:20,Wednesday,Evening,0.0
Sensor 62295,94022,12/16/21 01:00:24,Thursday,Night,0.0
Sensor 62295,94022,12/16/21 07:00:27,Thursday,Morning,3.21
Sensor 62295,94022,12/16/21 13:00:31,Thursday,Midday,0.81
Sensor 62295,94022,12/16/21 19:00:34,Thursday,Evening,2.26
Sensor 62295,94022,12/17/21 01:00:38,Friday,Night,4.78
Sensor 62295,94022,12/17/21 07:00:41,Friday,Morning,3.14
Sensor 62295,94022,12/17/21 13:00:45,Friday,Midday,1.33
Sensor 62295,94022,12/17/21 19:00:49,Friday,Evening,6.0
Sensor 62295,94022,12/18/21 01:00:52,Saturday,Night,2.09
Sensor 62295,94022,12/18/21 07:00:56,Saturday,Morning,7.22
Sensor 62295,94022,12/18/21 12:59:00,Saturday,Midday,19.73
Sensor 112790,94022,12/11/21 18:59:20,Saturday,Evening,0.0
Sensor 112790,94022,12/12/21 00:59:27,Sunday,Night,0.0
Sensor 112790,94022,12/12/21 06:59:32,Sunday,Morning,0.0
Sensor 112790,94022,12/12/21 12:59:35,Sunday,Midday,0.0
Sensor 112790,94022,12/12/21 18:59:39,Sunday,Evening,0.0
Sensor 112790,94022,12/13/21 00:59:43,Monday,Night,0.0
Sensor 112790,94022,12/13/21 06:59:47,Monday,Morning,0.0
Sensor 112790,94022,12/13/21 12:59:53,Monday,Midday,0.0
Sensor 112790,94022,12/13/21 18:59:57,Monday,Evening,0.0
Sensor 112790,94022,12/14/21 01:00:01,Tuesday,Night,0.0
Sensor 112790,94022,12/14/21 07:00:10,Tuesday,Morning,0.0
Sensor 112790,94022,12/14/21 13:00:10,Tuesday,Midday,0.0
Sensor 112790,94022,12/14/21 19:00:13,Tuesday,Evening,0.0
Sensor 112790,94022,12/15/21 01:00:29,Wednesday,Night,0.0
Sensor 112790,94022,12/15/21 07:00:32,Wednesday,Morning,0.0
Sensor 112790,94022,12/15/21 13:00:24,Wednesday,Midday,0.0
Sensor 112790,94022,12/15/21 19:00:28,Wednesday,Evening,0.0
Sensor 112790,94022,12/16/21 01:00:32,Thursday,Night,0.0
Sensor 112790,94022,12/16/21 07:00:36,Thursday,Morning,0.0
Sensor 112790,94022,12/16/21 13:00:41,Thursday,Midday,0.0
Sensor 112790,94022,12/16/21 19:00:45,Thursday,Evening,0.0
Sensor 112790,94022,12/17/21 01:00:49,Friday,Night,0.0
Sensor 112790,94022,12/17/21 06:58:54,Friday,Morning,0.0
Sensor 112790,94022,12/17/21 13:00:56,Friday,Midday,0.0
Sensor 112790,94022,12/17/21 18:59:00,Friday,Evening,0.0
Sensor 112790,94022,12/18/21 00:59:04,Saturday,Night,0.0
Sensor 112790,94022,12/18/21 06:59:08,Saturday,Morning,0.0
Sensor 112790,94022,12/18/21 12:59:12,Saturday,Midday,13.07
Sensor 109636,94028,12/11/21 18:59:39,Saturday,Evening,3.67
Sensor 109636,94028,12/12/21 00:59:41,Sunday,Night,3.11
Sensor 109636,94028,12/12/21 06:59:45,Sunday,Morning,2.34
Sensor 109636,94028,12/12/21 12:59:48,Sunday,Midday,0.78
Sensor 109636,94028,12/12/21 18:59:52,Sunday,Evening,1.76
Sensor 109636,94028,12/13/21 00:59:55,Monday,Night,0.0
Sensor 109636,94028,12/13/21 06:59:58,Monday,Morning,0.0
Sensor 109636,94028,12/13/21 13:00:02,Monday,Midday,0.81
Sensor 109636,94028,12/13/21 19:00:05,Monday,Evening,0.4
Sensor 109636,94028,12/14/21 01:00:09,Tuesday,Night,2.42
Sensor 109636,94028,12/14/21 07:00:10,Tuesday,Morning,0.09
Sensor 109636,94028,12/14/21 13:00:13,Tuesday,Midday,0.0
Sensor 109636,94028,12/14/21 19:00:15,Tuesday,Evening,0.2
Sensor 109636,94028,12/15/21 01:00:18,Wednesday,Night,0.39
Sensor 109636,94028,12/15/21 07:00:21,Wednesday,Morning,0.28
Sensor 109636,94028,12/15/21 13:00:24,Wednesday,Midday,0.68
Sensor 109636,94028,12/15/21 19:00:27,Wednesday,Evening,0.0
Sensor 109636,94028,12/16/21 01:00:30,Thursday,Night,0.0
Sensor 109636,94028,12/16/21 07:00:34,Thursday,Morning,0.65
Sensor 109636,94028,12/16/21 13:00:37,Thursday,Midday,1.17
Sensor 109636,94028,12/16/21 19:00:39,Thursday,Evening,1.54
Sensor 109636,94028,12/17/21 01:00:42,Friday,Night,6.61
Sensor 109636,94028,12/17/21 07:00:45,Friday,Morning,4.61
Sensor 109636,94028,12/17/21 13:00:49,Friday,Midday,2.25
Sensor 109636,94028,12/17/21 19:00:52,Friday,Evening,79.88
Sensor 109636,94028,12/18/21 01:00:55,Saturday,Night,3.55
Sensor 109636,94028,12/18/21 07:00:57,Saturday,Morning,10.16
Sensor 109636,94028,12/18/21 12:59:00,Saturday,Midday,19.11
Sensor 3015,94040,12/11/21 19:00:53,Saturday,Evening,13.34
Sensor 3015,94040,12/12/21 01:00:57,Sunday,Night,2.31
Sensor 3015,94040,12/12/21 06:59:01,Sunday,Morning,1.88
Sensor 3015,94040,12/12/21 12:59:05,Sunday,Midday,0.66
Sensor 3015,94040,12/12/21 18:59:12,Sunday,Evening,0.0
Sensor 3015,94040,12/13/21 00:59:16,Monday,Night,0.48
Sensor 3015,94040,12/13/21 06:59:20,Monday,Morning,0.0
Sensor 3015,94040,12/13/21 12:59:24,Monday,Midday,0.1
Sensor 3015,94040,12/13/21 18:59:30,Monday,Evening,1.91
Sensor 3015,94040,12/14/21 00:59:34,Tuesday,Night,0.54
Sensor 3015,94040,12/14/21 06:59:38,Tuesday,Morning,0.0
Sensor 3015,94040,12/14/21 12:59:42,Tuesday,Midday,0.0
Sensor 3015,94040,12/14/21 18:59:48,Tuesday,Evening,0.25
Sensor 3015,94040,12/15/21 00:59:52,Wednesday,Night,0.82
Sensor 3015,94040,12/15/21 06:59:56,Wednesday,Morning,0.53
Sensor 3015,94040,12/15/21 13:00:00,Wednesday,Midday,0.27
Sensor 3015,94040,12/15/21 19:00:12,Wednesday,Evening,0.0
Sensor 3015,94040,12/16/21 01:00:10,Thursday,Night,0.0
Sensor 3015,94040,12/16/21 07:00:14,Thursday,Morning,2.36
Sensor 3015,94040,12/16/21 13:00:18,Thursday,Midday,0.81
Sensor 3015,94040,12/16/21 19:00:25,Thursday,Evening,4.65
Sensor 3015,94040,12/17/21 01:00:30,Friday,Night,4.53
Sensor 3015,94040,12/17/21 07:00:34,Friday,Morning,2.17
Sensor 3015,94040,12/17/21 13:00:37,Friday,Midday,1.14
Sensor 3015,94040,12/17/21 19:00:44,Friday,Evening,18.66
Sensor 3015,94040,12/18/21 01:00:48,Saturday,Night,2.42
Sensor 3015,94040,12/18/21 07:00:53,Saturday,Morning,2.41
Sensor 3015,94040,12/18/21 13:00:57,Saturday,Midday,19.76
Sensor 66163,94087,12/11/21 19:00:12,Saturday,Evening,7.02
Sensor 66163,94087,12/12/21 01:00:12,Sunday,Night,2.1
Sensor 66163,94087,12/12/21 07:00:10,Sunday,Morning,2.2
Sensor 66163,94087,12/12/21 13:00:13,Sunday,Midday,2.03
Sensor 66163,94087,12/12/21 19:00:17,Sunday,Evening,0.16
Sensor 66163,94087,12/13/21 01:00:21,Monday,Night,0.98
Sensor 66163,94087,12/13/21 07:00:25,Monday,Morning,0.34
Sensor 66163,94087,12/13/21 13:00:29,Monday,Midday,0.0
Sensor 66163,94087,12/13/21 19:00:32,Monday,Evening,32.24
Sensor 66163,94087,12/14/21 01:00:36,Tuesday,Night,0.17
Sensor 66163,94087,12/14/21 07:00:40,Tuesday,Morning,0.16
Sensor 66163,94087,12/14/21 13:00:43,Tuesday,Midday,0.2
Sensor 66163,94087,12/14/21 19:00:47,Tuesday,Evening,0.09
Sensor 66163,94087,12/15/21 01:00:50,Wednesday,Night,1.23
Sensor 66163,94087,12/15/21 07:00:54,Wednesday,Morning,0.6
Sensor 66163,94087,12/15/21 13:00:57,Wednesday,Midday,0.88
Sensor 66163,94087,12/15/21 18:59:00,Wednesday,Evening,0.07
Sensor 66163,94087,12/16/21 00:59:05,Thursday,Night,0.0
Sensor 66163,94087,12/16/21 06:59:09,Thursday,Morning,2.11
Sensor 66163,94087,12/16/21 12:59:16,Thursday,Midday,0.56
Sensor 66163,94087,12/16/21 18:59:20,Thursday,Evening,2.49
Sensor 66163,94087,12/17/21 00:59:23,Friday,Night,4.6
Sensor 66163,94087,12/17/21 06:59:27,Friday,Morning,4.16
Sensor 66163,94087,12/17/21 12:59:31,Friday,Midday,2.07
Sensor 66163,94087,12/17/21 18:59:34,Friday,Evening,6.7
Sensor 66163,94087,12/18/21 00:59:38,Saturday,Night,3.0
Sensor 66163,94087,12/18/21 06:59:41,Saturday,Morning,2.82
Sensor 66163,94087,12/18/21 12:59:44,Saturday,Midday,20.5
Sensor 60223,94022,12/11/21 19:00:11,Saturday,Evening,2.07
Sensor 60223,94022,12/12/21 01:00:15,Sunday,Night,1.85
Sensor 60223,94022,12/12/21 07:00:16,Sunday,Morning,1.35
Sensor 60223,94022,12/12/21 13:00:19,Sunday,Midday,0.0
Sensor 60223,94022,12/12/21 19:00:21,Sunday,Evening,0.0
Sensor 60223,94022,12/13/21 01:00:24,Monday,Night,0.0
Sensor 60223,94022,12/13/21 07:00:26,Monday,Morning,0.0
Sensor 60223,94022,12/13/21 13:00:29,Monday,Midday,0.05
Sensor 60223,94022,12/13/21 19:00:32,Monday,Evening,0.03
Sensor 60223,94022,12/14/21 01:00:34,Tuesday,Night,0.98
Sensor 60223,94022,12/14/21 07:00:37,Tuesday,Morning,0.0
Sensor 60223,94022,12/14/21 13:00:40,Tuesday,Midday,0.05
Sensor 60223,94022,12/14/21 19:00:42,Tuesday,Evening,0.29
Sensor 60223,94022,12/15/21 01:00:45,Wednesday,Night,0.0
Sensor 60223,94022,12/15/21 07:00:47,Wednesday,Morning,0.29
Sensor 60223,94022,12/15/21 13:00:50,Wednesday,Midday,0.34
Sensor 60223,94022,12/15/21 19:00:53,Wednesday,Evening,0.17
Sensor 60223,94022,12/16/21 01:00:56,Thursday,Night,0.0
Sensor 60223,94022,12/16/21 07:00:58,Thursday,Morning,2.02
Sensor 60223,94022,12/16/21 12:59:01,Thursday,Midday,0.49
Sensor 60223,94022,12/16/21 18:59:04,Thursday,Evening,0.81
Sensor 60223,94022,12/17/21 00:59:06,Friday,Night,5.32
Sensor 60223,94022,12/17/21 06:59:09,Friday,Morning,3.11
Sensor 60223,94022,12/17/21 12:59:11,Friday,Midday,1.14
Sensor 60223,94022,12/17/21 18:59:14,Friday,Evening,3.03
Sensor 60223,94022,12/18/21 00:59:17,Saturday,Night,0.85
Sensor 60223,94022,12/18/21 06:59:19,Saturday,Morning,7.71
Sensor 60223,94022,12/18/21 12:59:22,Saturday,Midday,13.61
Sensor 78623,94024,12/11/21 18:59:00,Saturday,Evening,5.36
Sensor 78623,94024,12/12/21 00:59:04,Sunday,Night,4.46
Sensor 78623,94024,12/12/21 06:59:08,Sunday,Morning,2.49
Sensor 78623,94024,12/12/21 12:59:11,Sunday,Midday,0.25
Sensor 78623,94024,12/12/21 18:59:15,Sunday,Evening,0.51
Sensor 78623,94024,12/13/21 00:59:19,Monday,Night,0.0
Sensor 78623,94024,12/13/21 06:59:23,Monday,Morning,0.0
Sensor 78623,94024,12/13/21 12:59:27,Monday,Midday,0.0
Sensor 78623,94024,12/13/21 18:59:31,Monday,Evening,0.08
Sensor 78623,94024,12/14/21 00:59:35,Tuesday,Night,0.43
Sensor 78623,94024,12/14/21 06:59:43,Tuesday,Morning,0.3
Sensor 78623,94024,12/14/21 12:59:46,Tuesday,Midday,0.14
Sensor 78623,94024,12/14/21 18:59:50,Tuesday,Evening,0.13
Sensor 78623,94024,12/15/21 00:59:54,Wednesday,Night,0.02
Sensor 78623,94024,12/15/21 06:59:58,Wednesday,Morning,0.0
Sensor 78623,94024,12/15/21 13:00:02,Wednesday,Midday,0.0
Sensor 78623,94024,12/15/21 19:00:11,Wednesday,Evening,0.0
Sensor 78623,94024,12/16/21 01:00:12,Thursday,Night,0.0
Sensor 78623,94024,12/16/21 07:00:15,Thursday,Morning,3.29
Sensor 78623,94024,12/16/21 13:00:19,Thursday,Midday,0.38
Sensor 78623,94024,12/16/21 19:00:22,Thursday,Evening,2.42
Sensor 78623,94024,12/17/21 01:00:28,Friday,Night,3.55
Sensor 78623,94024,12/17/21 07:00:30,Friday,Morning,1.82
Sensor 78623,94024,12/17/21 13:00:34,Friday,Midday,0.71
Sensor 78623,94024,12/17/21 19:00:38,Friday,Evening,3.12
Sensor 78623,94024,12/18/21 01:00:41,Saturday,Night,1.16
Sensor 78623,94024,12/18/21 07:00:45,Saturday,Morning,2.24
Sensor 78623,94024,12/18/21 13:00:49,Saturday,Midday,20.07
Sensor 64321,94024,12/14/21 13:00:17,Tuesday,Midday,0.44
Sensor 64321,94024,12/14/21 19:00:21,Tuesday,Evening,0.0
Sensor 64321,94024,12/15/21 01:00:24,Wednesday,Night,0.18
Sensor 64321,94024,12/15/21 07:00:27,Wednesday,Morning,0.79
Sensor 64321,94024,12/15/21 13:00:31,Wednesday,Midday,0.37
Sensor 64321,94024,12/15/21 19:00:35,Wednesday,Evening,0.44
Sensor 64321,94024,12/16/21 01:00:38,Thursday,Night,0.0
Sensor 64321,94024,12/16/21 07:00:42,Thursday,Morning,5.49
Sensor 64321,94024,12/16/21 13:00:45,Thursday,Midday,1.95
Sensor 64321,94024,12/16/21 19:00:48,Thursday,Evening,3.56
Sensor 64321,94024,12/17/21 01:00:52,Friday,Night,5.33
Sensor 64321,94024,12/17/21 07:00:56,Friday,Morning,4.22
Sensor 64321,94024,12/17/21 13:00:59,Friday,Midday,1.75
Sensor 64321,94024,12/17/21 18:59:03,Friday,Evening,5.76
Sensor 64321,94024,12/18/21 00:59:06,Saturday,Night,1.59
Sensor 64321,94024,12/18/21 06:59:09,Saturday,Morning,3.21
Sensor 64321,94024,12/18/21 12:59:13,Saturday,Midday,29.17
Sensor 65725,94040,12/11/21 19:00:51,Saturday,Evening,8.29
Sensor 65725,94040,12/12/21 01:00:54,Sunday,Night,5.37
Sensor 65725,94040,12/12/21 07:00:58,Sunday,Morning,2.93
Sensor 65725,94040,12/12/21 12:59:02,Sunday,Midday,1.07
Sensor 65725,94040,12/12/21 18:59:07,Sunday,Evening,1.29
Sensor 65725,94040,12/13/21 00:59:09,Monday,Night,0.0
Sensor 65725,94040,12/13/21 06:59:13,Monday,Morning,0.0
Sensor 65725,94040,12/13/21 12:59:17,Monday,Midday,0.27
Sensor 65725,94040,12/13/21 18:59:21,Monday,Evening,0.03
Sensor 65725,94040,12/14/21 00:59:25,Tuesday,Night,1.17
Sensor 65725,94040,12/14/21 06:59:29,Tuesday,Morning,0.12
Sensor 65725,94040,12/14/21 12:59:33,Tuesday,Midday,0.07
Sensor 65725,94040,12/14/21 18:59:36,Tuesday,Evening,0.07
Sensor 65725,94040,12/15/21 00:59:40,Wednesday,Night,0.16
Sensor 65725,94040,12/15/21 06:59:44,Wednesday,Morning,0.47
Sensor 65725,94040,12/15/21 12:59:47,Wednesday,Midday,0.68
Sensor 65725,94040,12/15/21 18:59:51,Wednesday,Evening,0.0
Sensor 65725,94040,12/16/21 00:59:55,Thursday,Night,0.0
Sensor 65725,94040,12/16/21 06:59:59,Thursday,Morning,4.21
Sensor 65725,94040,12/16/21 13:00:03,Thursday,Midday,2.76
Sensor 65725,94040,12/16/21 19:00:09,Thursday,Evening,4.84
Sensor 65725,94040,12/17/21 01:00:13,Friday,Night,5.12
Sensor 65725,94040,12/17/21 07:00:17,Friday,Morning,2.62
Sensor 65725,94040,12/17/21 13:00:21,Friday,Midday,10.47
Sensor 65725,94040,12/17/21 19:00:24,Friday,Evening,44.05
Sensor 65725,94040,12/18/21 01:00:28,Saturday,Night,1.53
Sensor 65725,94040,12/18/21 07:00:32,Saturday,Morning,4.62
Sensor 65725,94040,12/18/21 13:00:36,Saturday,Midday,23.1
Sensor 84593,94040,12/11/21 19:00:37,Saturday,Evening,5.32
Sensor 84593,94040,12/12/21 00:59:27,Sunday,Night,4.84
Sensor 84593,94040,12/12/21 06:59:48,Sunday,Morning,4.55
Sensor 84593,94040,12/12/21 13:00:11,Sunday,Midday,4.6
Sensor 84593,94040,12/12/21 18:59:19,Sunday,Evening,2.34
Sensor 84593,94040,12/13/21 01:00:49,Monday,Night,0.0
Sensor 84593,94040,12/13/21 07:00:12,Monday,Morning,0.11
Sensor 84593,94040,12/13/21 12:59:44,Monday,Midday,0.31
Sensor 84593,94040,12/13/21 18:59:57,Monday,Evening,1.0
Sensor 84593,94040,12/14/21 01:00:01,Tuesday,Night,1.12
Sensor 84593,94040,12/14/21 06:59:08,Tuesday,Morning,0.38
Sensor 84593,94040,12/14/21 12:59:16,Tuesday,Midday,0.51
Sensor 84593,94040,12/14/21 18:59:19,Tuesday,Evening,0.45
Sensor 84593,94040,12/15/21 00:59:23,Wednesday,Night,2.52
Sensor 84593,94040,12/15/21 06:59:27,Wednesday,Morning,0.96
Sensor 84593,94040,12/15/21 12:59:42,Wednesday,Midday,1.0
Sensor 84593,94040,12/15/21 18:59:37,Wednesday,Evening,0.0
Sensor 84593,94040,12/16/21 00:59:50,Thursday,Night,0.0
Sensor 84593,94040,12/16/21 06:59:54,Thursday,Morning,4.74
Sensor 84593,94040,12/16/21 13:00:02,Thursday,Midday,1.6
Sensor 84593,94040,12/16/21 19:00:02,Thursday,Evening,3.67
Sensor 84593,94040,12/17/21 01:00:05,Friday,Night,5.95
Sensor 84593,94040,12/17/21 07:00:10,Friday,Morning,3.66
Sensor 84593,94040,12/17/21 13:00:14,Friday,Midday,1.4
Sensor 84593,94040,12/17/21 19:00:18,Friday,Evening,4.66
Sensor 84593,94040,12/18/21 01:00:22,Saturday,Night,1.05
Sensor 84593,94040,12/18/21 07:00:25,Saturday,Morning,2.71
Sensor 84593,94040,12/18/21 13:00:31,Saturday,Midday,18.55
Sensor 37455,94024,12/12/21 18:59:12,Sunday,Evening,0.77
Sensor 37455,94024,12/13/21 00:59:16,Monday,Night,0.0
Sensor 37455,94024,12/13/21 06:59:19,Monday,Morning,0.0
Sensor 37455,94024,12/13/21 12:59:23,Monday,Midday,0.17
